split,seed,train_size,descriptor,normalized_gain,descriptor_category,short_chemical_interpretation
random,33,10000,NumValenceElectrons,0.0005307010772216145,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NumRadicalElectrons,0.0,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,MaxPartialCharge,0.008111641736683958,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,MinPartialCharge,0.0013354344829510426,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,MaxAbsPartialCharge,0.0034341307475622336,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,MinAbsPartialCharge,0.0009868896126575951,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,FpDensityMorgan1,0.0002669397283791289,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,FpDensityMorgan2,0.0003606778642836767,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,FpDensityMorgan3,0.0006977837204125732,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,BCUT2D_MWHI,0.0028478124157745068,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,BCUT2D_MWLOW,0.00041463612310560613,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,BCUT2D_CHGHI,0.00041667536301053676,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,BCUT2D_CHGLO,0.000694454662804735,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,BCUT2D_LOGPHI,0.0014973026365119953,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,BCUT2D_LOGPLOW,0.0006393530446944256,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,BCUT2D_MRHI,0.0009636393603098883,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,BCUT2D_MRLOW,0.007481046407761804,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,BalabanJ,0.0024141759052591413,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,BertzCT,0.023944446341919487,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi0,0.001193115244221861,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi0n,0.012258617025591731,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi0v,0.0031471214378412248,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi1,0.00018688173336256194,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi1n,0.0006712579525906354,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi1v,0.0031710937824292284,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi2n,0.000712246020772682,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi2v,0.002608695706222697,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi3n,0.002194145904437922,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi3v,0.0018980999344886558,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi4n,0.002660917059348201,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Chi4v,0.005228726695712268,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,HallKierAlpha,0.005017882468284717,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,Kappa1,0.0006262432141580737,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Kappa2,0.0003896181420064796,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,Kappa3,0.0004094442966647208,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,33,10000,LabuteASA,0.0016369401856224527,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,PEOE_VSA1,0.0037366107158631214,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA10,0.007151092282844428,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA11,0.0027974394399377872,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA12,0.0012247130393579755,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA13,0.0006899819944058015,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA14,0.003074424633880882,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA2,0.00206137549724428,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA3,0.002291405469582746,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA4,0.0017180244374686935,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA5,0.0006819483828955474,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA6,0.0004040337187510398,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA7,0.006412428137411945,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA8,0.006382322479940803,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,PEOE_VSA9,0.0018768216869866634,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,SMR_VSA1,0.014819872389416785,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SMR_VSA10,0.0023431401370094494,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SMR_VSA2,0.0002883392001898833,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SMR_VSA3,0.025097910674062175,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SMR_VSA4,0.0008026634824932341,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SMR_VSA5,0.0007804958096110494,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SMR_VSA6,0.025526787858972687,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SMR_VSA7,0.014348461959531076,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SMR_VSA8,0.0,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SMR_VSA9,0.0009564953418483032,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,SlogP_VSA1,0.006123549212395085,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA10,0.12845613721680993,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA11,0.0022609807948896525,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA12,0.002357577734213969,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA2,0.0024215099479944885,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA3,0.0007166405556614039,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA4,0.0008259670534165788,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA5,0.000460642229352284,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA6,0.014929343361509511,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA7,0.0,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA8,0.01374707224369634,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,SlogP_VSA9,0.0,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,TPSA,0.0019413286683058213,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,EState_VSA1,0.000618622570106299,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA10,0.0001431286303564242,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA11,0.0,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA2,0.00043061844998733625,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA3,0.0006792943585755035,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA4,0.00042144469283450855,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA5,0.0007326030417733735,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA6,0.0007531310287309588,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA7,0.003180740532355247,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA8,0.038312509864184066,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,EState_VSA9,0.0009437971374226157,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState1,0.0038218889152102807,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState10,0.0014273041772390766,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState2,0.00511637629697712,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState3,0.0012732416619493554,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState4,0.012445391660714707,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState5,0.0016534762097042308,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState6,0.01342264939005123,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState7,0.0015011587879215547,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState8,0.000941780197425106,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,VSA_EState9,0.0008320144641500788,polarity / charge-related,may encode charge or electrotopological-state information.
random,33,10000,FractionCSP3,0.00045511531746041583,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,HeavyAtomCount,0.0011259384218563432,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,NHOHCount,0.0004299301429451247,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NOCount,0.002833731840646691,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NumAliphaticCarbocycles,0.00038973335819482104,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NumAliphaticHeterocycles,0.0018561009930596862,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,NumAliphaticRings,0.000556856521267685,aromaticity / ring system,captures ring-system or aromaticity-related structure.
random,33,10000,NumAmideBonds,0.029052665455718916,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NumAromaticCarbocycles,0.0011198865958529528,aromaticity / ring system,captures ring-system or aromaticity-related structure.
random,33,10000,NumAromaticHeterocycles,0.0003887279341733956,aromaticity / ring system,captures ring-system or aromaticity-related structure.
random,33,10000,NumAromaticRings,0.005857278257680615,aromaticity / ring system,captures ring-system or aromaticity-related structure.
random,33,10000,NumAtomStereoCenters,0.0003895231019248523,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NumBridgeheadAtoms,0.00017136053670928594,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NumHAcceptors,0.002943831010632679,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,NumHDonors,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,NumHeteroatoms,0.012523288199479093,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,NumHeterocycles,0.003817059615961089,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,NumRotatableBonds,0.0018998392154885035,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NumSaturatedCarbocycles,0.00040386764312472077,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NumSaturatedHeterocycles,0.0004095273763949995,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,NumSaturatedRings,0.0008991896657203204,aromaticity / ring system,captures ring-system or aromaticity-related structure.
random,33,10000,NumSpiroAtoms,0.0,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,NumUnspecifiedAtomStereoCenters,0.0,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,Phi,0.0005455523125585208,other RDKit descriptor,captures an RDKit-defined structural property.
random,33,10000,RingCount,0.012094696274537194,aromaticity / ring system,captures ring-system or aromaticity-related structure.
random,33,10000,MolLogP,0.005525754755819931,lipophilicity,may encode lipophilicity-weighted structural information.
random,33,10000,MolMR,0.018695827458113847,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,33,10000,fr_Al_COO,0.14349146583455746,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Al_OH,0.001422590569238911,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Al_OH_noTert,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_ArN,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Ar_COO,0.001214921423867959,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Ar_N,0.003955789407937885,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Ar_NH,0.0017446324187337797,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Ar_OH,0.005452088828063401,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_COO,0.0006393174430878413,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_COO2,0.09763396035842542,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_C_O,0.011597913803618746,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_C_O_noCOO,0.010256522171464241,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_C_S,0.004794888312350776,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_HOCCN,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Imine,0.0008450316857977177,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_NH0,0.003392832213250555,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_NH1,0.0011126145904540394,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_NH2,0.0009743290081619084,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_N_O,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Ndealkylation1,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Ndealkylation2,0.00019378435113460364,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_Nhpyrrole,0.0013185064499703913,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_SH,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_aldehyde,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_alkyl_carbamate,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_alkyl_halide,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_allylic_oxid,0.004033504417631337,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_amide,0.0005536309151100626,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_amidine,0.0003092802104954401,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_aniline,0.05803582405613904,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_aryl_methyl,0.0008335895418215989,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_azide,0.0002647060768752917,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_azo,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_barbitur,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_benzene,0.0005660419593243998,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_benzodiazepine,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_bicyclic,0.0005401156063071975,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_diazo,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_dihydropyridine,0.0058199239566183334,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_epoxide,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_ester,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_ether,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_furan,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_guanido,0.0013187947279715872,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_halogen,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_hdrzine,0.0007099741129113771,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_hdrzone,0.003391126018830139,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_imidazole,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_imide,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_isocyan,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_isothiocyan,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_ketone,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_ketone_Topliss,0.0016225003528382417,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_lactam,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_lactone,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_methoxy,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_morpholine,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_nitrile,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_nitro,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_nitro_arom,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_nitro_arom_nonortho,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_nitroso,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_oxazole,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_oxime,0.0011568851044073604,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_para_hydroxylation,0.0007617584660967199,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_phenol,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_phenol_noOrthoHbond,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_phos_acid,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_phos_ester,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_piperdine,0.0004266172374005562,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_piperzine,0.0005657781050313318,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_priamide,0.00037338319461963017,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_prisulfonamd,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_pyridine,0.0018986467572811529,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_quatN,0.020168441358525753,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_sulfide,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_sulfonamd,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_sulfone,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_term_acetylene,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_tetrazole,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_thiazole,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_thiocyan,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_thiophene,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_unbrch_alkane,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,33,10000,fr_urea,0.0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.
random,44,10000,MaxAbsEStateIndex,0.0010863916521841712,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,MaxEStateIndex,0.0004480370942893183,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,MinAbsEStateIndex,0.00028910477255963144,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,MinEStateIndex,0.0014242625862002148,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,qed,0.0007187164812346794,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,SPS,0.0015690711699344205,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,MolWt,0.00044216799410230225,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,44,10000,HeavyAtomMolWt,0.005877516554487186,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,44,10000,ExactMolWt,0.0017058459757346347,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,44,10000,NumValenceElectrons,0.00016629276567023206,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,NumRadicalElectrons,0.0,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,MaxPartialCharge,0.006705378873570497,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,MinPartialCharge,0.0013782866880852254,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,MaxAbsPartialCharge,0.0024425009971466476,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,MinAbsPartialCharge,0.0019116982209564093,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,FpDensityMorgan1,0.0003902459458213608,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,FpDensityMorgan2,0.0007686859776389927,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,FpDensityMorgan3,0.0006819933569744995,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,BCUT2D_MWHI,0.0028476762673556332,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,BCUT2D_MWLOW,0.00043387440464324795,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,BCUT2D_CHGHI,0.00042972233939398904,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,BCUT2D_CHGLO,0.00047668507958446914,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,BCUT2D_LOGPHI,0.001233314266480501,lipophilicity,may encode lipophilicity-weighted structural information.
random,44,10000,BCUT2D_LOGPLOW,0.0007529261197324934,lipophilicity,may encode lipophilicity-weighted structural information.
random,44,10000,BCUT2D_MRHI,0.0011900618717903318,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,BCUT2D_MRLOW,0.006117772343137477,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,BalabanJ,0.00035740982986335804,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,BertzCT,0.015608800193007814,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi0,0.004434124993386223,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi0n,0.002310323188851905,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi0v,0.002031342833719865,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi1,0.010400758908787071,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi1n,0.0002940990417643135,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi1v,0.0016772868865389597,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi2n,0.006187659233998985,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi2v,0.0007172327044416224,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi3n,0.00035307342191205236,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi3v,0.0016941705196431235,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi4n,0.0021630180854093272,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Chi4v,0.0031507156917409407,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,HallKierAlpha,0.0044868217578723085,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,Kappa1,0.0008727746765118555,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Kappa2,0.001047906317102819,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,Kappa3,0.00041307229070479444,topology / connectivity,"captures graph connectivity, branching, or shape information."
random,44,10000,LabuteASA,0.0011275473839296181,other RDKit descriptor,captures an RDKit-defined structural property.
random,44,10000,PEOE_VSA1,0.0026075865251746055,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA10,0.005199933317447098,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA11,0.0004896669218334939,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA12,0.0012929166165054232,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA13,0.0007068000369028616,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA14,0.00016378042185380794,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA2,0.0016322972281543487,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA3,0.0018839895426683113,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA4,0.0018313020141406133,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA5,0.0008304597817934024,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA6,0.0006371141285271254,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA7,0.00577660607940343,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA8,0.006217566070383211,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,PEOE_VSA9,0.0003880097144945987,polarity / charge-related,may encode charge or electrotopological-state information.
random,44,10000,SMR_VSA1,0.016613278933383664,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
random,44,10000,SMR_VSA10,0.0028139172331971725,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information."
