split,descriptor,descriptor_category,short_chemical_interpretation,mean_normalized_gain,std_normalized_gain,n_seeds,n_records,rank_within_split,combined_rank
scaffold,MolMR,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0232162719449853,0.005737123212379138,5,,8,
scaffold,SlogP_VSA8,lipophilicity,may encode lipophilicity-weighted structural information.,0.022366985051517317,0.011486160929761959,5,,9,
scaffold,BertzCT,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.02084112452998443,0.009546701886072782,5,,10,
scaffold,fr_amide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.019526876301629657,0.016129648290897084,5,,11,
scaffold,SMR_VSA6,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.018853531445756216,0.0028745785520484326,5,,12,
scaffold,NumAmideBonds,other RDKit descriptor,captures an RDKit-defined structural property.,0.01861791658145699,0.005804100790753479,5,,13,
scaffold,SMR_VSA3,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.01773725739188744,0.005107728924160767,5,,14,
scaffold,NumHeteroatoms,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.016901237366593633,0.011531494553962232,5,,15,
scaffold,fr_quatN,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.016698488254203996,0.008870475759516081,5,,16,
scaffold,SlogP_VSA6,lipophilicity,may encode lipophilicity-weighted structural information.,0.01566660050037067,0.004497090301897705,5,,17,
scaffold,MaxPartialCharge,other RDKit descriptor,captures an RDKit-defined structural property.,0.013383040139765334,0.0033101974367819474,5,,18,
scaffold,SMR_VSA1,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.012103119066147531,0.0028301052094895987,5,,19,
scaffold,SlogP_VSA1,lipophilicity,may encode lipophilicity-weighted structural information.,0.010892986452762406,0.0033526099953068845,5,,20,
scaffold,fr_C_O_noCOO,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.010711883429607763,0.004628513793937667,5,,21,
scaffold,NumAromaticRings,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.00958323168973018,0.015504557025408318,5,,22,
scaffold,fr_Ar_N,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.009000394365895406,0.00922343960324447,5,,23,
scaffold,PEOE_VSA7,polarity / charge-related,may encode charge or electrotopological-state information.,0.008643449764676282,0.004098135573295873,5,,24,
scaffold,VSA_EState2,polarity / charge-related,may encode charge or electrotopological-state information.,0.007869052020169224,0.002391286832183887,5,,25,
scaffold,fr_C_O,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0076904070421387515,0.007866744556491155,5,,26,
scaffold,VSA_EState6,polarity / charge-related,may encode charge or electrotopological-state information.,0.00740555453652858,0.007642860062187421,5,,27,
scaffold,VSA_EState4,polarity / charge-related,may encode charge or electrotopological-state information.,0.007180992516992184,0.002399825096700799,5,,28,
scaffold,RingCount,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.006668525774201526,0.006716289247370036,5,,29,
scaffold,fr_ArN,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.006608411406269761,0.01449165441276354,5,,30,
scaffold,BCUT2D_MRLOW,other RDKit descriptor,captures an RDKit-defined structural property.,0.006402344399288979,0.0029905321842906103,5,,31,
scaffold,SMR_VSA7,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.006318687082861827,0.0027997302979957746,5,,32,
scaffold,HallKierAlpha,other RDKit descriptor,captures an RDKit-defined structural property.,0.00620414662094576,0.0019219163129661954,5,,33,
scaffold,EState_VSA7,polarity / charge-related,may encode charge or electrotopological-state information.,0.0058678152257151135,0.001656670606714423,5,,34,
scaffold,Chi4v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.005737449940284144,0.002582047701498961,5,,35,
scaffold,PEOE_VSA8,polarity / charge-related,may encode charge or electrotopological-state information.,0.005694662642714439,0.0007660421859141121,5,,36,
scaffold,VSA_EState10,polarity / charge-related,may encode charge or electrotopological-state information.,0.005614942762715023,0.0016885044515001677,5,,37,
scaffold,MolLogP,lipophilicity,may encode lipophilicity-weighted structural information.,0.005537195898140471,0.0007190425025274238,5,,38,
scaffold,Chi4n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.005280952333509409,0.002987838811201604,5,,39,
scaffold,fr_dihydropyridine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.005105385987182784,0.005803702777617197,5,,40,
scaffold,BCUT2D_MWHI,other RDKit descriptor,captures an RDKit-defined structural property.,0.004439482713558992,0.0005348193332070976,5,,41,
scaffold,NumHeterocycles,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.004429043871287905,0.004395346071069669,5,,42,
scaffold,PEOE_VSA1,polarity / charge-related,may encode charge or electrotopological-state information.,0.004378975441981324,0.0014720913168092319,5,,43,
scaffold,SlogP_VSA11,lipophilicity,may encode lipophilicity-weighted structural information.,0.004343344358297355,0.0019177616947617549,5,,44,
scaffold,VSA_EState1,polarity / charge-related,may encode charge or electrotopological-state information.,0.004223440852078654,0.0006387100924413597,5,,45,
scaffold,fr_allylic_oxid,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.004052774436443695,0.0006955727107627711,5,,46,
scaffold,PEOE_VSA11,polarity / charge-related,may encode charge or electrotopological-state information.,0.0037066779061213128,0.0028087378647780213,5,,47,
scaffold,Chi2v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0037060946880426424,0.0024795117753016937,5,,48,
scaffold,MinAbsPartialCharge,other RDKit descriptor,captures an RDKit-defined structural property.,0.003702157802284534,0.003972970189573641,5,,49,
scaffold,fr_hdrzone,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.003620235643523004,0.0006626029138829125,5,,50,
scaffold,NumHAcceptors,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0035335610920869892,0.00192334921282369,5,,51,
scaffold,PEOE_VSA3,polarity / charge-related,may encode charge or electrotopological-state information.,0.003382741965337463,0.0006066918158425376,5,,52,
scaffold,fr_C_S,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0033529401665705174,0.0017326669511624068,5,,53,
scaffold,Chi2n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0033126647562643865,0.002003224310566415,5,,54,
scaffold,Chi0n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0032738716638281906,0.0011526293652833139,5,,55,
scaffold,PEOE_VSA10,polarity / charge-related,may encode charge or electrotopological-state information.,0.0032699887341278294,0.001885566126746979,5,,56,
scaffold,SMR_VSA10,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0031087547614034312,0.0006941156627667535,5,,57,
scaffold,PEOE_VSA9,polarity / charge-related,may encode charge or electrotopological-state information.,0.0028916200906349016,0.0015024991049813583,5,,58,
scaffold,fr_NH0,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0028761962908783337,0.0006200925159216054,5,,59,
scaffold,LabuteASA,other RDKit descriptor,captures an RDKit-defined structural property.,0.0028101671817442227,0.004204963544089365,5,,60,
scaffold,NumSaturatedRings,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.002668272590995912,0.0024116882472558984,5,,61,
scaffold,NumAliphaticHeterocycles,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0026574349602841068,0.00046996612432561403,5,,62,
scaffold,fr_Ar_NH,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0026534498038209456,0.0008960012594339042,5,,63,
scaffold,BCUT2D_LOGPHI,lipophilicity,may encode lipophilicity-weighted structural information.,0.00263887609489069,0.0010152106017349003,5,,64,
scaffold,NumAromaticCarbocycles,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.002637699753234207,0.0009716230691477703,5,,65,
scaffold,fr_NH1,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0026202850932161986,0.0013872778192775613,5,,66,
scaffold,MinEStateIndex,other RDKit descriptor,captures an RDKit-defined structural property.,0.0026049365281279246,0.0016798249178691987,5,,67,
scaffold,MaxAbsPartialCharge,other RDKit descriptor,captures an RDKit-defined structural property.,0.0025406398395326516,0.0008299452330955172,5,,68,
scaffold,EState_VSA4,polarity / charge-related,may encode charge or electrotopological-state information.,0.002473448086050619,0.0019229527919834154,5,,69,
scaffold,PEOE_VSA2,polarity / charge-related,may encode charge or electrotopological-state information.,0.002443896196876583,0.0005346990883620113,5,,70,
scaffold,fr_pyridine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0023477027014965667,0.0006979822537378462,5,,71,
scaffold,NumAromaticHeterocycles,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.002316398269981116,0.0017963566010296313,5,,72,
scaffold,fr_guanido,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0022562517340272144,0.0010998664763993142,5,,73,
scaffold,NOCount,other RDKit descriptor,captures an RDKit-defined structural property.,0.0022083491213159673,0.0017052922202876446,5,,74,
scaffold,PEOE_VSA4,polarity / charge-related,may encode charge or electrotopological-state information.,0.002117896192674644,0.0018317907713928808,5,,75,
scaffold,PEOE_VSA14,polarity / charge-related,may encode charge or electrotopological-state information.,0.002041888259729882,0.0025557839913432257,5,,76,
scaffold,Chi1n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0020387552425975937,0.001477455414031891,5,,77,
scaffold,SPS,other RDKit descriptor,captures an RDKit-defined structural property.,0.0019266014289921625,0.0008492979606365702,5,,78,
scaffold,fr_Nhpyrrole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0018645955280104855,0.00112250988824024,5,,79,
scaffold,Chi0v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0018490222344971542,0.0013655789783530506,5,,80,
scaffold,MinPartialCharge,other RDKit descriptor,captures an RDKit-defined structural property.,0.0018338056780436416,0.0003005800733874073,5,,81,
scaffold,TPSA,other RDKit descriptor,captures an RDKit-defined structural property.,0.0017846949333761356,0.0006123539965454414,5,,82,
scaffold,SlogP_VSA2,lipophilicity,may encode lipophilicity-weighted structural information.,0.0017751070703517346,0.0006252840289945152,5,,83,
scaffold,Chi1v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0017413467098905846,0.0009200465817826003,5,,84,
scaffold,NumRotatableBonds,other RDKit descriptor,captures an RDKit-defined structural property.,0.0017357058746415744,0.0013698781042017136,5,,85,
scaffold,EState_VSA9,polarity / charge-related,may encode charge or electrotopological-state information.,0.0017348516053908656,0.0008528422349457088,5,,86,
scaffold,PEOE_VSA12,polarity / charge-related,may encode charge or electrotopological-state information.,0.0016874138925324147,0.0005995697322988443,5,,87,
scaffold,Phi,other RDKit descriptor,captures an RDKit-defined structural property.,0.0015135845946137535,0.0012643712863730236,5,,88,
scaffold,FractionCSP3,other RDKit descriptor,captures an RDKit-defined structural property.,0.001448844190606545,0.0010086036099667122,5,,89,
scaffold,qed,other RDKit descriptor,captures an RDKit-defined structural property.,0.001426944993292391,0.000798420165577472,5,,90,
scaffold,VSA_EState8,polarity / charge-related,may encode charge or electrotopological-state information.,0.0013395476751137038,0.0006020455625610016,5,,91,
scaffold,SMR_VSA4,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.001334244124762832,0.0005069916025872016,5,,92,
scaffold,BCUT2D_LOGPLOW,lipophilicity,may encode lipophilicity-weighted structural information.,0.0013055288868517789,0.0006708854461117373,5,,93,
scaffold,SlogP_VSA12,lipophilicity,may encode lipophilicity-weighted structural information.,0.0013014645004796037,0.0014016494494309085,5,,94,
scaffold,MaxAbsEStateIndex,other RDKit descriptor,captures an RDKit-defined structural property.,0.0012953223894906335,0.00035747486200905424,5,,95,
scaffold,VSA_EState5,polarity / charge-related,may encode charge or electrotopological-state information.,0.001279530547949156,0.000327130704143045,5,,96,
scaffold,fr_ketone_Topliss,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.001268672643162111,0.0016348905020605404,5,,97,
scaffold,fr_benzene,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0012618157329166296,0.0005165796394411572,5,,98,
scaffold,fr_Ar_OH,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0012334269792388154,0.001763954825041834,5,,99,
scaffold,fr_ketone,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0012322649548076696,0.0018671597187754334,5,,100,
scaffold,SMR_VSA9,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0012161023567814574,0.00044188980520369837,5,,101,
scaffold,fr_Al_OH,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0012013438984084304,0.00029670024674142303,5,,102,
scaffold,NHOHCount,other RDKit descriptor,captures an RDKit-defined structural property.,0.0011981654028910373,0.0015341772577285152,5,,103,
scaffold,fr_hdrzine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0011963356180692115,0.0004712218946526825,5,,104,
scaffold,VSA_EState3,polarity / charge-related,may encode charge or electrotopological-state information.,0.0011665678753172378,0.00036825123284636523,5,,105,
scaffold,fr_bicyclic,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.001158951082896173,0.000573452168402838,5,,106,
scaffold,fr_aryl_methyl,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.001134697391271851,0.00037796101667470655,5,,107,
scaffold,EState_VSA5,polarity / charge-related,may encode charge or electrotopological-state information.,0.001125180853337715,0.0006840109602646331,5,,108,
scaffold,BalabanJ,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0011020227853989109,0.0010259683804905895,5,,109,
scaffold,fr_oxime,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0010902648959712606,0.0003541344986011149,5,,110,
scaffold,VSA_EState9,polarity / charge-related,may encode charge or electrotopological-state information.,0.0010522613645048222,0.0005056103766978003,5,,111,
scaffold,BCUT2D_MRHI,other RDKit descriptor,captures an RDKit-defined structural property.,0.0010499055448446777,0.00023442878023341684,5,,112,
scaffold,MinAbsEStateIndex,other RDKit descriptor,captures an RDKit-defined structural property.,0.0010439532117258554,0.00023656219282257787,5,,113,
scaffold,Kappa1,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0010024357871062975,0.00043074077591773164,5,,114,
scaffold,VSA_EState7,polarity / charge-related,may encode charge or electrotopological-state information.,0.000993182116119719,0.0003503073032932755,5,,115,
scaffold,SlogP_VSA3,lipophilicity,may encode lipophilicity-weighted structural information.,0.0009665050353374271,0.00027592144093518077,5,,116,
scaffold,Kappa3,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0009491831759725061,0.0006170620574774021,5,,117,
scaffold,FpDensityMorgan2,other RDKit descriptor,captures an RDKit-defined structural property.,0.0008971736520694315,0.00038397256060262785,5,,118,
scaffold,MaxEStateIndex,other RDKit descriptor,captures an RDKit-defined structural property.,0.0008913711183392686,0.0006653938966625353,5,,119,
scaffold,fr_para_hydroxylation,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.000882166451088758,0.00019641910802400232,5,,120,
scaffold,SMR_VSA5,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0008750878035381146,0.00012144331407206836,5,,121,
scaffold,ExactMolWt,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0008511630118340361,0.0007889024880760544,5,,122,
scaffold,NumSaturatedHeterocycles,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0008174568619872858,0.00030346995888332735,5,,123,
scaffold,Kappa2,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0007973710379211348,0.00045294867943795935,5,,124,
scaffold,BCUT2D_CHGLO,polarity / charge-related,may encode charge or electrotopological-state information.,0.0007952244043770748,0.0002743199084395375,5,,125,
scaffold,PEOE_VSA6,polarity / charge-related,may encode charge or electrotopological-state information.,0.0007735058102714318,0.00022422395967800583,5,,126,
scaffold,fr_NH2,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0007215773391304738,0.0008807324966381572,5,,127,
scaffold,EState_VSA3,polarity / charge-related,may encode charge or electrotopological-state information.,0.0007191971557295589,0.00024327386339059474,5,,128,
scaffold,Chi1,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0007020057692812027,0.0004999742905878713,5,,129,
scaffold,BCUT2D_MWLOW,other RDKit descriptor,captures an RDKit-defined structural property.,0.0006904019556688067,0.00018450225754446833,5,,130,
scaffold,Chi3v,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0006890796439838439,0.00048637204867660213,5,,131,
scaffold,BCUT2D_CHGHI,polarity / charge-related,may encode charge or electrotopological-state information.,0.0006817147709593616,0.0003201367811982664,5,,132,
scaffold,PEOE_VSA13,polarity / charge-related,may encode charge or electrotopological-state information.,0.000670962043501643,0.00023496983984465692,5,,133,
scaffold,MolWt,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0006687784186014626,0.0005006326418954358,5,,134,
scaffold,NumBridgeheadAtoms,other RDKit descriptor,captures an RDKit-defined structural property.,0.0006571997479093942,0.0004069269289864807,5,,135,
scaffold,FpDensityMorgan3,other RDKit descriptor,captures an RDKit-defined structural property.,0.0006267657259580728,0.00019783212758894866,5,,136,
scaffold,NumAliphaticCarbocycles,other RDKit descriptor,captures an RDKit-defined structural property.,0.0006237733865637142,0.00020500177086363756,5,,137,
scaffold,EState_VSA6,polarity / charge-related,may encode charge or electrotopological-state information.,0.0006129271063188075,0.0001866999403099327,5,,138,
scaffold,HeavyAtomMolWt,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0005981938971688775,0.0004979465648736134,5,,139,
scaffold,EState_VSA2,polarity / charge-related,may encode charge or electrotopological-state information.,0.0005675004237926794,0.00016368805042229527,5,,140,
scaffold,PEOE_VSA5,polarity / charge-related,may encode charge or electrotopological-state information.,0.0005351835642785844,0.0003842207809801233,5,,141,
scaffold,fr_Ar_COO,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0005350166252312829,0.00040119457945582513,5,,142,
scaffold,Chi3n,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.0004966096735957738,0.00022110620064311963,5,,143,
scaffold,SlogP_VSA4,lipophilicity,may encode lipophilicity-weighted structural information.,0.0004944652323726212,0.00016069706366343152,5,,144,
scaffold,FpDensityMorgan1,other RDKit descriptor,captures an RDKit-defined structural property.,0.00048938137339584,0.00017447248748606376,5,,145,
scaffold,NumAliphaticRings,aromaticity / ring system,captures ring-system or aromaticity-related structure.,0.00047652617711640673,0.00022046753410172657,5,,146,
scaffold,SlogP_VSA5,lipophilicity,may encode lipophilicity-weighted structural information.,0.0004338192039989236,3.8088349588604035e-05,5,,147,
scaffold,fr_furan,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00039283799632500985,0.0008784124639275346,5,,148,
scaffold,NumAtomStereoCenters,other RDKit descriptor,captures an RDKit-defined structural property.,0.00038910791159321533,0.0002453478596192922,5,,149,
scaffold,fr_unbrch_alkane,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0003839623103797963,0.00023499179834317614,5,,150,
scaffold,fr_priamide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.000336870154023307,0.00019139930613749006,5,,151,
scaffold,fr_Imine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00029802126949183297,0.0003542340739219451,5,,152,
scaffold,EState_VSA10,polarity / charge-related,may encode charge or electrotopological-state information.,0.0002932192002126761,0.000393600733097554,5,,153,
scaffold,fr_urea,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0002864240897138725,0.00041810429074607265,5,,154,
scaffold,fr_N_O,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00024142766901117697,0.00022934987172310893,5,,155,
scaffold,fr_imidazole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0002294232178514143,0.0003634118471656857,5,,156,
scaffold,fr_piperdine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0002182905500169534,0.00020654381213497467,5,,157,
scaffold,fr_phenol,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00021296179696788587,0.0004761970546307015,5,,158,
scaffold,fr_piperzine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00021270337338916644,0.0002609110712563742,5,,159,
scaffold,NumValenceElectrons,other RDKit descriptor,captures an RDKit-defined structural property.,0.00019443239610451277,0.00018829361679210296,5,,160,
scaffold,fr_Ndealkylation1,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0001931782092614487,0.0004173820018504417,5,,161,
scaffold,fr_azide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00019214669780055115,0.0001823603925845804,5,,162,
scaffold,fr_amidine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00018814350879404869,0.00017869517978037208,5,,163,
scaffold,SMR_VSA2,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0001743538809047752,0.000165021298320709,5,,164,
scaffold,NumHDonors,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.000171686509693247,0.0002351005429360733,5,,165,
scaffold,NumSpiroAtoms,other RDKit descriptor,captures an RDKit-defined structural property.,0.00016557133072895544,0.00022903309015982683,5,,166,
scaffold,NumUnspecifiedAtomStereoCenters,other RDKit descriptor,captures an RDKit-defined structural property.,0.00013429850697936784,0.00019996207951576385,5,,167,
scaffold,Chi0,topology / connectivity,"captures graph connectivity, branching, or shape information.",0.00012825751416686363,0.00012480006659099522,5,,168,
scaffold,fr_nitroso,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0001200322490704845,0.0001717675991336679,5,,169,
scaffold,fr_Ndealkylation2,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.00010427992716385313,0.00015782093827933411,5,,170,
scaffold,fr_SH,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,7.057234151872639e-05,0.00015780455296720295,5,,171,
scaffold,fr_COO,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,6.83612901102687e-05,0.00015286049171614493,5,,172,
scaffold,fr_Al_OH_noTert,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,5.873652121119637e-05,0.00013133885419009338,5,,173,
scaffold,EState_VSA11,polarity / charge-related,may encode charge or electrotopological-state information.,0.0,0.0,5,,174,
scaffold,HeavyAtomCount,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0,0.0,5,,175,
scaffold,NumRadicalElectrons,other RDKit descriptor,captures an RDKit-defined structural property.,0.0,0.0,5,,176,
scaffold,SMR_VSA8,molecular size / constitutional,"captures molecular size, composition, or refractivity-related information.",0.0,0.0,5,,177,
scaffold,SlogP_VSA7,lipophilicity,may encode lipophilicity-weighted structural information.,0.0,0.0,5,,178,
scaffold,SlogP_VSA9,lipophilicity,may encode lipophilicity-weighted structural information.,0.0,0.0,5,,179,
scaffold,fr_HOCCN,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,180,
scaffold,fr_aldehyde,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,181,
scaffold,fr_alkyl_carbamate,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,182,
scaffold,fr_alkyl_halide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,183,
scaffold,fr_azo,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,184,
scaffold,fr_barbitur,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,185,
scaffold,fr_benzodiazepine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,186,
scaffold,fr_diazo,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,187,
scaffold,fr_epoxide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,188,
scaffold,fr_ester,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,189,
scaffold,fr_ether,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,190,
scaffold,fr_halogen,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,191,
scaffold,fr_imide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,192,
scaffold,fr_isocyan,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,193,
scaffold,fr_isothiocyan,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,194,
scaffold,fr_lactam,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,195,
scaffold,fr_lactone,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,196,
scaffold,fr_methoxy,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,197,
scaffold,fr_morpholine,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,198,
scaffold,fr_nitrile,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,199,
scaffold,fr_nitro,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,200,
scaffold,fr_nitro_arom,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,201,
scaffold,fr_nitro_arom_nonortho,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,202,
scaffold,fr_oxazole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,203,
scaffold,fr_phenol_noOrthoHbond,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,204,
scaffold,fr_phos_acid,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,205,
scaffold,fr_phos_ester,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,206,
scaffold,fr_prisulfonamd,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,207,
scaffold,fr_sulfide,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,208,
scaffold,fr_sulfonamd,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,209,
scaffold,fr_sulfone,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,210,
scaffold,fr_term_acetylene,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,211,
scaffold,fr_tetrazole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,212,
scaffold,fr_thiazole,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,213,
scaffold,fr_thiocyan,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,214,
scaffold,fr_thiophene,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.0,0.0,5,,215,
combined,fr_aniline,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.14800375806387797,0.062321477411394155,,10,,1
combined,fr_Al_COO,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.07954907199755251,0.06268753623851407,,10,,2
combined,SlogP_VSA10,lipophilicity,may encode lipophilicity-weighted structural information.,0.07126079217774652,0.04319616177431208,,10,,3
combined,fr_COO2,hydrogen bonding / heteroatom,may encode heteroatom or functional-group information.,0.06611728093170675,0.056002789843967386,,10,,4
combined,EState_VSA8,polarity / charge-related,may encode charge or electrotopological-state information.,0.04020765269374102,0.00916364733506617,,10,,5
